customer_id,event_time,event_type,device_id,ip_address,location,action,from_account,to_account
C004039,2026-05-15 17:17:21,repay,DB5E5416049BE,120.204.23,郑州市,第1期还款 767 元,,
C004039,2026-06-14 17:17:21,repay,DB5E5416049BE,120.204.23,郑州市,第2期还款 767 元,,
C004039,2026-07-14 17:17:21,repay,DB5E5416049BE,120.204.23,郑州市,第3期还款 767 元,,
C004303,2025-09-27 13:57:21,register,DF7E95AB8D5A3,61.135.59,上海市,注册账户，设备年龄248天,,
C004303,2025-09-30 20:57:21,login,DF7E95AB8D5A3,61.135.59,上海市,登录（第1次）,,
C004303,2025-10-02 23:57:21,login,DF7E95AB8D5A3,61.135.59,上海市,登录（第2次）,,
C004303,2025-10-03 03:57:21,browse,DF7E95AB8D5A3,61.135.59,上海市,浏览贷款产品页/额度试算,,
C004303,2025-10-03 08:57:21,browse,DF7E95AB8D5A3,61.135.59,上海市,浏览贷款产品页/额度试算,,
C004303,2025-10-07 13:57:21,profile_fill,DF7E95AB8D5A3,61.135.59,上海市,填写申请资料，耗时616秒,,
C004303,2025-10-07 13:58:21,apply,DF7E95AB8D5A3,61.135.59,上海市,提交贷款申请 loan_amount=9119,,
C004303,2025-10-08 12:57:21,approve,DF7E95AB8D5A3,61.135.59,上海市,审批通过,,
C004303,2025-10-09 13:57:21,disburse,DF7E95AB8D5A3,61.135.59,上海市,放款 9119 元,,
C004303,2025-10-12 13:57:21,cashout,DF7E95AB8D5A3,61.135.59,上海市,消费/取现 1207 元,,
C004303,2025-11-08 13:57:21,repay,DF7E95AB8D5A3,61.135.59,上海市,第1期还款 760 元,,
C004303,2025-12-08 13:57:21,repay,DF7E95AB8D5A3,61.135.59,上海市,第2期还款 760 元,,
C004303,2026-01-07 13:57:21,repay,DF7E95AB8D5A3,61.135.59,上海市,第3期还款 760 元,,
C004303,2026-02-06 13:57:21,repay,DF7E95AB8D5A3,61.135.59,上海市,第4期还款 760 元,,
C004303,2026-03-08 13:57:21,repay,DF7E95AB8D5A3,61.135.59,上海市,第5期还款 760 元,,
C004303,2026-04-07 13:57:21,repay,DF7E95AB8D5A3,61.135.59,上海市,第6期还款 760 元,,
C005878,2026-07-20 20:22:21,register,DC52CBED3E406,113.54.68,深圳市,注册账户，设备年龄344天,,
C005878,2026-07-24 23:22:21,login,DC52CBED3E406,113.54.68,深圳市,登录（第1次）,,
C005878,2026-07-27 06:22:21,login,DC52CBED3E406,113.54.68,深圳市,登录（第2次）,,
C005878,2026-07-28 11:22:21,login,DC52CBED3E406,113.54.68,深圳市,登录（第3次）,,
C005878,2026-07-28 15:22:21,browse,DC52CBED3E406,113.54.68,深圳市,浏览贷款产品页/额度试算,,
C005878,2026-07-28 19:22:21,browse,DC52CBED3E406,113.54.68,深圳市,浏览贷款产品页/额度试算,,
C005878,2026-08-06 20:22:21,profile_fill,DC52CBED3E406,113.54.68,深圳市,填写申请资料，耗时819秒,,
C005878,2026-08-06 20:23:21,apply,DC52CBED3E406,113.54.68,深圳市,提交贷款申请 loan_amount=156740,,
C005878,2026-08-07 14:22:21,approve,DC52CBED3E406,113.54.68,深圳市,审批通过,,
C005878,2026-08-07 20:22:21,disburse,DC52CBED3E406,113.54.68,深圳市,放款 156740 元,,
C005878,2026-09-02 20:22:21,cashout,DC52CBED3E406,113.54.68,深圳市,消费/取现 35762 元,,
C005878,2026-09-06 20:22:21,repay,DC52CBED3E406,113.54.68,深圳市,第1期还款 13062 元,,
C005878,2026-10-06 20:22:21,repay,DC52CBED3E406,113.54.68,深圳市,第2期还款 13062 元,,
C005878,2026-11-05 20:22:21,repay,DC52CBED3E406,113.54.68,深圳市,第3期还款 13062 元,,
C005878,2026-12-05 20:22:21,repay,DC52CBED3E406,113.54.68,深圳市,第4期还款 13062 元,,
C005878,2027-01-04 20:22:21,repay,DC52CBED3E406,113.54.68,深圳市,第5期还款 13062 元,,
C006198,2026-04-28 20:01:21,register,DD134D0209AA6,115.47.101,合肥市,注册账户，设备年龄60天,,
C006198,2026-04-30 20:01:21,profile_fill,DD134D0209AA6,115.47.101,合肥市,填写申请资料，耗时208秒,,
C006198,2026-04-30 20:02:21,apply,DD134D0209AA6,115.47.101,合肥市,提交贷款申请 loan_amount=4992,,
C006198,2026-05-01 05:01:21,approve,DD134D0209AA6,115.47.101,合肥市,审批通过,,
C006198,2026-05-01 20:01:21,disburse,DD134D0209AA6,115.47.101,合肥市,放款 4992 元,,
C006198,2026-05-03 02:01:21,login,DD134D0209AA6,115.47.101,合肥市,登录（第1次）,,
C006198,2026-05-03 05:01:21,browse,DD134D0209AA6,115.47.101,合肥市,浏览贷款产品页/额度试算,,
C006198,2026-05-03 07:01:21,browse,DD134D0209AA6,115.47.101,合肥市,浏览贷款产品页/额度试算,,
C006198,2026-05-26 20:01:21,cashout,DD134D0209AA6,115.47.101,合肥市,消费/取现 1365 元,,
C006198,2026-05-31 20:01:21,repay,DD134D0209AA6,115.47.101,合肥市,第1期还款 416 元,,
C006198,2026-06-30 20:01:21,repay,DD134D0209AA6,115.47.101,合肥市,第2期还款 416 元,,
C006198,2026-07-30 20:01:21,repay,DD134D0209AA6,115.47.101,合肥市,第3期还款 416 元,,
C006198,2026-08-29 20:01:21,repay,DD134D0209AA6,115.47.101,合肥市,第4期还款 416 元,,
C006198,2026-09-28 20:01:21,repay,DD134D0209AA6,115.47.101,合肥市,第5期还款 416 元,,
C006198,2026-10-28 20:01:21,repay,DD134D0209AA6,115.47.101,合肥市,第6期还款 416 元,,
C009405,2025-10-27 17:42:21,register,D45E174FB07B5,218.26.220,合肥市,注册账户，设备年龄79天,,
C009405,2025-10-29 21:42:21,login,D45E174FB07B5,218.26.220,合肥市,登录（第1次）,,
C009405,2025-11-02 01:42:21,login,D45E174FB07B5,218.26.220,合肥市,登录（第2次）,,
C009405,2025-11-04 06:42:21,login,D45E174FB07B5,218.26.220,合肥市,登录（第3次）,,
C009405,2025-11-04 09:42:21,browse,D45E174FB07B5,218.26.220,合肥市,浏览贷款产品页/额度试算,,
C009405,2025-11-04 12:42:21,browse,D45E174FB07B5,218.26.220,合肥市,浏览贷款产品页/额度试算,,
C009405,2025-11-17 17:42:21,profile_fill,D45E174FB07B5,218.26.220,合肥市,填写申请资料，耗时431秒,,
C009405,2025-11-17 17:43:21,apply,D45E174FB07B5,218.26.220,合肥市,提交贷款申请 loan_amount=6547,,
C009405,2025-11-18 02:42:21,approve,D45E174FB07B5,218.26.220,合肥市,审批通过,,
C009405,2025-11-19 17:42:21,disburse,D45E174FB07B5,218.26.220,合肥市,放款 6547 元,,
C009405,2025-12-14 17:42:21,cashout,D45E174FB07B5,218.26.220,合肥市,消费/取现 981 元,,
C009405,2025-12-19 17:42:21,repay,D45E174FB07B5,218.26.220,合肥市,第1期还款 546 元,,
C009405,2026-01-18 17:42:21,repay,D45E174FB07B5,218.26.220,合肥市,第2期还款 546 元,,
C009405,2026-02-17 17:42:21,repay,D45E174FB07B5,218.26.220,合肥市,第3期还款 546 元,,
C009405,2026-03-19 17:42:21,repay,D45E174FB07B5,218.26.220,合肥市,第4期还款 546 元,,
C009405,2026-04-18 17:42:21,repay,D45E174FB07B5,218.26.220,合肥市,第5期还款 546 元,,
C009405,2026-05-18 17:42:21,repay,D45E174FB07B5,218.26.220,合肥市,第6期还款 546 元,,
C009659,2025-09-06 22:26:21,register,D327C3F35E9BE,211.138.55,成都市,注册账户，设备年龄284天,,
C009659,2025-09-11 03:26:21,login,D327C3F35E9BE,211.138.55,成都市,登录（第1次）,,
C009659,2025-09-14 05:26:21,login,D327C3F35E9BE,211.138.55,成都市,登录（第2次）,,
C009659,2025-09-14 07:26:21,browse,D327C3F35E9BE,211.138.55,成都市,浏览贷款产品页/额度试算,,
C009659,2025-09-14 09:26:21,browse,D327C3F35E9BE,211.138.55,成都市,浏览贷款产品页/额度试算,,
C009659,2025-10-14 22:26:21,profile_fill,D327C3F35E9BE,211.138.55,成都市,填写申请资料，耗时697秒,,
C009659,2025-10-14 22:27:21,apply,D327C3F35E9BE,211.138.55,成都市,提交贷款申请 loan_amount=1444,,
C009659,2025-10-15 03:26:21,approve,D327C3F35E9BE,211.138.55,成都市,审批通过,,
C009659,2025-10-15 22:26:21,disburse,D327C3F35E9BE,211.138.55,成都市,放款 1444 元,,
C009659,2025-10-20 22:26:21,cashout,D327C3F35E9BE,211.138.55,成都市,消费/取现 150 元,,
C009659,2025-11-14 22:26:21,repay,D327C3F35E9BE,211.138.55,成都市,第1期还款 120 元,,
C009659,2025-12-14 22:26:21,repay,D327C3F35E9BE,211.138.55,成都市,第2期还款 120 元,,
C009659,2026-01-13 22:26:21,repay,D327C3F35E9BE,211.138.55,成都市,第3期还款 120 元,,
C009659,2026-02-12 22:26:21,repay,D327C3F35E9BE,211.138.55,成都市,第4期还款 120 元,,
C009659,2026-03-14 22:26:21,repay,D327C3F35E9BE,211.138.55,成都市,第5期还款 120 元,,
C010655,2026-03-25 20:40:21,register,DEA607B59CA9C,113.54.56,北京市,注册账户，设备年龄127天,,
C010655,2026-03-30 02:40:21,login,DEA607B59CA9C,113.54.56,北京市,登录（第1次）,,
C010655,2026-03-30 05:40:21,browse,DEA607B59CA9C,113.54.56,北京市,浏览贷款产品页/额度试算,,
C010655,2026-03-30 06:40:21,browse,DEA607B59CA9C,113.54.56,北京市,浏览贷款产品页/额度试算,,
C010655,2026-04-10 20:40:21,profile_fill,DEA607B59CA9C,113.54.56,北京市,填写申请资料，耗时264秒,,
C010655,2026-04-10 20:41:21,apply,DEA607B59CA9C,113.54.56,北京市,提交贷款申请 loan_amount=18770,,
C010655,2026-04-11 01:40:21,approve,DEA607B59CA9C,113.54.56,北京市,审批通过,,
C010655,2026-04-11 20:40:21,disburse,DEA607B59CA9C,113.54.56,北京市,放款 18770 元,,
C010655,2026-04-13 20:40:21,cashout,DEA607B59CA9C,113.54.56,北京市,消费/取现 4082 元,,
C010655,2026-05-11 20:40:21,repay,DEA607B59CA9C,113.54.56,北京市,第1期还款 1564 元,,
C010655,2026-06-10 20:40:21,repay,DEA607B59CA9C,113.54.56,北京市,第2期还款 1564 元,,
C010655,2026-07-10 20:40:21,repay,DEA607B59CA9C,113.54.56,北京市,第3期还款 1564 元,,
C010655,2026-08-09 20:40:21,repay,DEA607B59CA9C,113.54.56,北京市,第4期还款 1564 元,,
C010787,2025-10-08 13:55:21,register,DB7C11977B705,218.26.0,南京市,注册账户，设备年龄50天,,
C010787,2025-10-12 17:55:21,login,DB7C11977B705,218.26.0,南京市,登录（第1次）,,
C010787,2025-10-14 21:55:21,login,DB7C11977B705,218.26.0,南京市,登录（第2次）,,
C010787,2025-10-15 01:55:21,browse,DB7C11977B705,218.26.0,南京市,浏览贷款产品页/额度试算,,
C010787,2025-10-15 06:55:21,browse,DB7C11977B705,218.26.0,南京市,浏览贷款产品页/额度试算,,
C010787,2025-10-15 11:55:21,browse,DB7C11977B705,218.26.0,南京市,浏览贷款产品页/额度试算,,
C010787,2025-10-15 16:55:21,browse,DB7C11977B705,218.26.0,南京市,浏览贷款产品页/额度试算,,
C010787,2025-11-19 13:55:21,profile_fill,DB7C11977B705,218.26.0,南京市,填写申请资料，耗时261秒,,
C010787,2025-11-19 13:56:21,apply,DB7C11977B705,218.26.0,南京市,提交贷款申请 loan_amount=1940,,
C010787,2025-11-20 09:55:21,approve,DB7C11977B705,218.26.0,南京市,审批通过,,
C010787,2025-11-20 13:55:21,disburse,DB7C11977B705,218.26.0,南京市,放款 1940 元,,
C010787,2025-11-30 13:55:21,cashout,DB7C11977B705,218.26.0,南京市,消费/取现 252 元,,
C010787,2025-12-20 13:55:21,repay,DB7C11977B705,218.26.0,南京市,第1期还款 162 元,,
C010787,2026-01-19 13:55:21,repay,DB7C11977B705,218.26.0,南京市,第2期还款 162 元,,
C010787,2026-02-18 13:55:21,repay,DB7C11977B705,218.26.0,南京市,第3期还款 162 元,,
C011747,2025-09-26 16:01:21,register,D181A47BCC7AC,61.135.6,南京市,注册账户，设备年龄214天,,
C011747,2025-09-27 23:01:21,login,D181A47BCC7AC,61.135.6,南京市,登录（第1次）,,
C011747,2025-09-28 03:01:21,browse,D181A47BCC7AC,61.135.6,南京市,浏览贷款产品页/额度试算,,
C011747,2025-09-28 04:01:21,browse,D181A47BCC7AC,61.135.6,南京市,浏览贷款产品页/额度试算,,
C011747,2025-09-28 09:01:21,browse,D181A47BCC7AC,61.135.6,南京市,浏览贷款产品页/额度试算,,
C011747,2025-09-28 10:01:21,browse,D181A47BCC7AC,61.135.6,南京市,浏览贷款产品页/额度试算,,
C011747,2025-09-28 12:01:21,browse,D181A47BCC7AC,61.135.6,南京市,浏览贷款产品页/额度试算,,
C011747,2025-10-19 16:01:21,profile_fill,D181A47BCC7AC,61.135.6,南京市,填写申请资料，耗时174秒,,
C011747,2025-10-19 16:02:21,apply,D181A47BCC7AC,61.135.6,南京市,提交贷款申请 loan_amount=2161,,
C011747,2025-10-19 23:01:21,approve,D181A47BCC7AC,61.135.6,南京市,审批通过,,
C011747,2025-10-21 16:01:21,disburse,D181A47BCC7AC,61.135.6,南京市,放款 2161 元,,
C011747,2025-10-23 16:01:21,cashout,D181A47BCC7AC,61.135.6,南京市,消费/取现 293 元,,
C011747,2025-11-20 16:01:21,repay,D181A47BCC7AC,61.135.6,南京市,第1期还款 180 元,,
C011747,2025-12-20 16:01:21,repay,D181A47BCC7AC,61.135.6,南京市,第2期还款 180 元,,
C011747,2026-01-19 16:01:21,repay,D181A47BCC7AC,61.135.6,南京市,第3期还款 180 元,,
C011747,2026-02-18 16:01:21,repay,D181A47BCC7AC,61.135.6,南京市,第4期还款 180 元,,
C012534,2026-01-14 10:09:21,register,D004C2E5618CD,211.138.223,重庆市,注册账户，设备年龄326天,,
C012534,2026-01-18 14:09:21,login,D004C2E5618CD,211.138.223,重庆市,登录（第1次）,,
C012534,2026-01-18 19:09:21,browse,D004C2E5618CD,211.138.223,重庆市,浏览贷款产品页/额度试算,,
C012534,2026-01-19 00:09:21,browse,D004C2E5618CD,211.138.223,重庆市,浏览贷款产品页/额度试算,,
C012534,2026-02-07 10:09:21,profile_fill,D004C2E5618CD,211.138.223,重庆市,填写申请资料，耗时171秒,,
C012534,2026-02-07 10:10:21,apply,D004C2E5618CD,211.138.223,重庆市,提交贷款申请 loan_amount=222332,,
C012534,2026-02-08 01:09:21,approve,D004C2E5618CD,211.138.223,重庆市,审批通过,,
C012534,2026-02-09 10:09:21,disburse,D004C2E5618CD,211.138.223,重庆市,放款 222332 元,,
C012534,2026-03-07 10:09:21,cashout,D004C2E5618CD,211.138.223,重庆市,消费/取现 41380 元,,
C012534,2026-03-11 10:09:21,repay,D004C2E5618CD,211.138.223,重庆市,第1期还款 18528 元,,
C012534,2026-04-10 10:09:21,repay,D004C2E5618CD,211.138.223,重庆市,第2期还款 18528 元,,
C012534,2026-05-10 10:09:21,repay,D004C2E5618CD,211.138.223,重庆市,第3期还款 18528 元,,
C012661,2025-11-09 13:44:21,register,D5BA885BF67A2,39.144.231,乌鲁木齐市,注册账户，设备年龄252天,,
C012661,2025-11-13 14:44:21,login,D5BA885BF67A2,39.144.231,乌鲁木齐市,登录（第1次）,,
C012661,2025-11-13 18:44:21,browse,D5BA885BF67A2,39.144.231,乌鲁木齐市,浏览贷款产品页/额度试算,,
C012661,2025-11-13 20:44:21,browse,D5BA885BF67A2,39.144.231,乌鲁木齐市,浏览贷款产品页/额度试算,,
C012661,2025-11-13 22:44:21,browse,D5BA885BF67A2,39.144.231,乌鲁木齐市,浏览贷款产品页/额度试算,,
C012661,2025-12-01 13:44:21,profile_fill,D5BA885BF67A2,39.144.231,乌鲁木齐市,填写申请资料，耗时616秒,,
C012661,2025-12-01 13:45:21,apply,D5BA885BF67A2,39.144.231,乌鲁木齐市,提交贷款申请 loan_amount=20714,,
C012661,2025-12-02 00:44:21,approve,D5BA885BF67A2,39.144.231,乌鲁木齐市,审批通过,,
C012661,2025-12-03 13:44:21,disburse,D5BA885BF67A2,39.144.231,乌鲁木齐市,放款 20714 元,,
C012661,2025-12-08 13:44:21,cashout,D5BA885BF67A2,39.144.231,乌鲁木齐市,消费/取现 4141 元,,
C012661,2026-01-02 13:44:21,repay,D5BA885BF67A2,39.144.231,乌鲁木齐市,第1期还款 1726 元,,
C012661,2026-02-01 13:44:21,repay,D5BA885BF67A2,39.144.231,乌鲁木齐市,第2期还款 1726 元,,
C012661,2026-03-03 13:44:21,repay,D5BA885BF67A2,39.144.231,乌鲁木齐市,第3期还款 1726 元,,
C012661,2026-04-02 13:44:21,repay,D5BA885BF67A2,39.144.231,乌鲁木齐市,第4期还款 1726 元,,
C012661,2026-05-02 13:44:21,repay,D5BA885BF67A2,39.144.231,乌鲁木齐市,第5期还款 1726 元,,
C012661,2026-06-01 13:44:21,repay,D5BA885BF67A2,39.144.231,乌鲁木齐市,第6期还款 1726 元,,
C013069,2026-06-22 17:08:21,register,D3B10CC145F6A,120.204.52,武汉市,注册账户，设备年龄195天,,
C013069,2026-06-24 20:08:21,login,D3B10CC145F6A,120.204.52,武汉市,登录（第1次）,,
C013069,2026-06-24 22:08:21,browse,D3B10CC145F6A,120.204.52,武汉市,浏览贷款产品页/额度试算,,
C013069,2026-06-25 01:08:21,browse,D3B10CC145F6A,120.204.52,武汉市,浏览贷款产品页/额度试算,,
C013069,2026-06-25 03:08:21,browse,D3B10CC145F6A,120.204.52,武汉市,浏览贷款产品页/额度试算,,
C013069,2026-06-25 05:08:21,browse,D3B10CC145F6A,120.204.52,武汉市,浏览贷款产品页/额度试算,,
C013069,2026-06-25 06:08:21,browse,D3B10CC145F6A,120.204.52,武汉市,浏览贷款产品页/额度试算,,
C013069,2026-06-25 09:08:21,browse,D3B10CC145F6A,120.204.52,武汉市,浏览贷款产品页/额度试算,,
C013069,2026-07-31 17:08:21,profile_fill,D3B10CC145F6A,120.204.52,武汉市,填写申请资料，耗时511秒,,
C013069,2026-07-31 17:09:21,apply,D3B10CC145F6A,120.204.52,武汉市,提交贷款申请 loan_amount=1552,,
C013069,2026-08-01 07:08:21,approve,D3B10CC145F6A,120.204.52,武汉市,审批通过,,
C013069,2026-08-01 17:08:21,disburse,D3B10CC145F6A,120.204.52,武汉市,放款 1552 元,,
C013069,2026-08-24 17:08:21,cashout,D3B10CC145F6A,120.204.52,武汉市,消费/取现 284 元,,
C013069,2026-08-31 17:08:21,repay,D3B10CC145F6A,120.204.52,武汉市,第1期还款 129 元,,
C013069,2026-09-30 17:08:21,repay,D3B10CC145F6A,120.204.52,武汉市,第2期还款 129 元,,
C013069,2026-10-30 17:08:21,repay,D3B10CC145F6A,120.204.52,武汉市,第3期还款 129 元,,
C013069,2026-11-29 17:08:21,repay,D3B10CC145F6A,120.204.52,武汉市,第4期还款 129 元,,
C013069,2026-12-29 17:08:21,repay,D3B10CC145F6A,120.204.52,武汉市,第5期还款 129 元,,
C013069,2027-01-28 17:08:21,repay,D3B10CC145F6A,120.204.52,武汉市,第6期还款 129 元,,
C013645,2026-07-17 13:09:21,register,D5BCD38FF261A,61.135.186,成都市,注册账户，设备年龄259天,,
C013645,2026-07-20 19:09:21,login,D5BCD38FF261A,61.135.186,成都市,登录（第1次）,,
C013645,2026-07-24 02:09:21,login,D5BCD38FF261A,61.135.186,成都市,登录（第2次）,,
C013645,2026-07-25 05:09:21,login,D5BCD38FF261A,61.135.186,成都市,登录（第3次）,,
C013645,2026-07-25 10:09:21,browse,D5BCD38FF261A,61.135.186,成都市,浏览贷款产品页/额度试算,,
C013645,2026-07-25 15:09:21,browse,D5BCD38FF261A,61.135.186,成都市,浏览贷款产品页/额度试算,,
C013645,2026-07-25 20:09:21,browse,D5BCD38FF261A,61.135.186,成都市,浏览贷款产品页/额度试算,,
C013645,2026-07-26 00:09:21,browse,D5BCD38FF261A,61.135.186,成都市,浏览贷款产品页/额度试算,,
C013645,2026-07-26 02:09:21,browse,D5BCD38FF261A,61.135.186,成都市,浏览贷款产品页/额度试算,,
C013645,2026-07-26 07:09:21,browse,D5BCD38FF261A,61.135.186,成都市,浏览贷款产品页/额度试算,,
C013645,2026-07-26 11:09:21,browse,D5BCD38FF261A,61.135.186,成都市,浏览贷款产品页/额度试算,,
C013645,2026-08-19 13:09:21,profile_fill,D5BCD38FF261A,61.135.186,成都市,填写申请资料，耗时454秒,,
C013645,2026-08-19 13:10:21,apply,D5BCD38FF261A,61.135.186,成都市,提交贷款申请 loan_amount=47478,,
C013645,2026-08-19 15:09:21,approve,D5BCD38FF261A,61.135.186,成都市,审批通过,,
